Fecha;Año;Medio;Posición;Artista;Canción;Nacionalidad;Género
feb-24;2024;Spotify;18;Jere Klein, Mateo on the Beatz, EL MURCIELAGO;KE MAL;CL;Urbano
feb-24;2024;Spotify;19;Lucky Brown, Nickoog Clk, Mateo on the Beatz;Ay Parcera;CL;Urbano
feb-24;2024;Spotify;20;Cris Mj;No Ando Weando;CL;Urbano
feb-24;2024;Spotify;21;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
feb-24;2024;Spotify;22;Kidd Voodoo, LACUEVA;Recuérdame </3;CL;Urbano
feb-24;2024;Spotify;23;Bad Bunny, Feid;PERRO NEGRO;PR, CO;Urbano
feb-24;2024;Spotify;24;KAROL G, Peso Pluma;QLONA;CO, MX;Urbano
feb-24;2024;Spotify;25;Cris Mj;Partyson;CL;Urbano
feb-24;2024;Spotify;26;Jere Klein;NO HAY 14F;CL;Urbano
feb-24;2024;Spotify;27;Milo j;M.A.I;AR;Urbano
feb-24;2024;Spotify;28;YSY A, Jere Klein, ONIRIA;24/7 6.5;AR, CL, ES;Urbano
feb-24;2024;Spotify;29;Gaby Music, Lunay, Luar La L;No Te Quieren Conmigo;PR, PR;Urbano
feb-24;2024;Spotify;30;Cris Mj;La Noche Está;CL;Urbano
feb-24;2024;Spotify;31;Anuel AA;Tacos Gucci;PR;Urbano
feb-24;2024;Spotify;32;KAROL G, Tiësto;CONTIGO (with Tiësto);CO, NL;Urbano
feb-24;2024;Spotify;33;Bizarrap, Young Miko;Young Miko: Bzrp Music Sessions, Vol. 58;AR, PR;Urbano
feb-24;2024;Spotify;34;Nickoog Clk, Jere Klein;XQ TAN SOLA?;CL;Urbano
feb-24;2024;Spotify;35;Peso Pluma, Anitta;BELLAKEO;MX, BR;Latino/Tropical
feb-24;2024;Spotify;36;Big One, FMK, Ke Personajes;Un Finde | CROSSOVER #2;AR, AR, AR;Urbano
feb-24;2024;Spotify;37;Sayian Jimmy, Nysix Music, CamiMusic;Bad Boy;CL;Urbano
feb-24;2024;Spotify;38;Cris Mj, Yan Block;333;CL;Urbano
feb-24;2024;Spotify;39;Maluma, Carin Leon;Según Quién;CO, MX;Urbano
feb-24;2024;Spotify;40;Tiago PZK, Ke Personajes;Piel;AR, AR;Urbano
feb-24;2024;Spotify;41;El Jordan 23, los patos feos inc, Nes;Cabaña;CL;Urbano
feb-24;2024;Spotify;42;Quevedo;Columbia;ES;Urbano
feb-24;2024;Spotify;43;KAROL G;AMARGURA;CO;Urbano
feb-24;2024;Spotify;44;Rauw Alejandro;DILUVIO;PR;Urbano
feb-24;2024;Spotify;45;Jere Klein, Taiko, EL MURCIELAGO;NO SÉ AMAR;CL;Urbano
feb-24;2024;Spotify;46;Manuel Turizo;La Bachata;CO;Urbano
feb-24;2024;Spotify;47;Lucky Brown, Adan La Amenaza;Privado;CL;Urbano
feb-24;2024;Spotify;48;Plan B;Es un Secreto;GB;Urbano
feb-24;2024;Spotify;49;KAROL G;MI EX TENÍA RAZÓN;CO;Urbano
feb-24;2024;Spotify;50;Myke Towers;LALA;PR;Urbano
feb-24;2024;Spotify;51;Grupo Frontera, Ke Personajes;OJITOS ROJOS;AR;Latino/Tropical
feb-24;2024;Spotify;52;FloyyMenor;pa la europa;CL;Urbano
feb-24;2024;Spotify;53;Pablo Chill-E, Pailita;Cora Roto;CL;Urbano
feb-24;2024;Spotify;54;Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian;OA;PR, CO, PR, PR;Urbano
feb-24;2024;Spotify;55;Lenny Tavárez, Feid;EMPELOTICA;PR, CO;Urbano
feb-24;2024;Spotify;56;Giuliano Yankees, Cris Mj, Valdi;Me Pide Más;CL;Urbano
feb-24;2024;Spotify;57;Cris Mj, Dei V;Diabólica;CL;Urbano
feb-24;2024;Spotify;58;Gino Mella, Jairo Vera, Best;EL AMOR DE TU VIDA;CL;Urbano
feb-24;2024;Spotify;59;Nickoog Clk, Gittobeatz;Somos Diferentes;CL;Urbano
feb-24;2024;Spotify;60;Kidd Voodoo, Easykid;Mal Mal Mal;CL;Urbano
feb-24;2024;Spotify;61;Jere Klein, Mateo on the Beatz;UNA EN UN MILLÓN;CL;Urbano
feb-24;2024;Spotify;62;Blessd, Feid;SI SABE FERXXO;CO, CO;Urbano
feb-24;2024;Spotify;63;Gino Mella, Jairo Vera;DE LA PXTA;CL;Urbano
feb-24;2024;Spotify;64;Feid, Young Miko;CLASSY 101;CO, PR;Urbano
feb-24;2024;Spotify;65;Kidd Voodoo, Young Cister;Fashion Girl - Remix;CL;Urbano
feb-24;2024;Spotify;66;KAROL G, Cris Mj, Ryan Castro;UNA NOCHE EN MEDELLÍN - REMIX;CO, CL, CO;Urbano
feb-24;2024;Spotify;67;KAROL G, Shakira;TQG;CO, CO;Urbano
feb-24;2024;Spotify;68;Mora, Feid;LA INOCENTE;SE, CO;Urbano
feb-24;2024;Spotify;69;Tony Dize, Plan B;Solos (feat. Plan B);PR, GB;Pop
feb-24;2024;Spotify;70;Giuliano Yankees, Gio Valentinno, Valdi;Salgo En El Meche;CL;Urbano
feb-24;2024;Spotify;71;Carin Leon;Primera Cita;MX;Latino/Tropical
feb-24;2024;Spotify;72;Engel Montaz, Sacra Mr Melody;Vamono Lejos;CL;Urbano
feb-24;2024;Spotify;73;Grupo Frontera, Bad Bunny;un x100to;PR;Latino/Tropical
feb-24;2024;Spotify;74;Jere Klein;Ram;CL;Urbano
feb-24;2024;Spotify;75;Darell;LolliPop;PR;Urbano
feb-24;2024;Spotify;76;Jere Klein, Lucky Brown;Mandame Tu Ubi;CL;Urbano
feb-24;2024;Spotify;77;TWENTY SIX, Tayson Kryss;Buscando Money;CU,IT;Electrónica
feb-24;2024;Spotify;78;Darell, Ozuna, Maluma;LolliPop - Remix;PR, PR, CO;Urbano
feb-24;2024;Spotify;79;Ak4:20, Kidd Voodoo;BEBÉ;CL;Urbano
feb-24;2024;Spotify;80;Jere Klein, El BAI, Mateo on the Beatz;FINA;CL, CL;Urbano
feb-24;2024;Spotify;81;Milo j, Taiu;Rara Vez;AR, AR;Urbano
feb-24;2024;Spotify;82;NEMJ, Martinwhite;ESA NENA REMIX;CL;Urbano
feb-24;2024;Spotify;83;El Joan, Celso El Potente;Le Gustan Lo' Flaites;CL;Urbano
feb-24;2024;Spotify;84;Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp;JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp);CL;Urbano
feb-24;2024;Spotify;85;Julianno Sosa, Guelo Star;TRANQUILA;PR;Urbano
feb-24;2024;Spotify;86;The Weeknd, JENNIE, Lily-Rose Depp;One Of The Girls (with JENNIE, Lily Rose Depp);CA, KR, US;Pop
feb-24;2024;Spotify;87;YG Marley;Praise Jah In The Moonlight;US;Latino/Tropical
feb-24;2024;Spotify;88;Santaferia, Grupo Zúmbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
feb-24;2024;Spotify;89;KAROL G, Romeo Santos;X SI VOLVEMOS;CO, US;Urbano
feb-24;2024;Spotify;90;Xavi;La Víctima;MX;Latino/Tropical
feb-24;2024;Spotify;91;Los Ángeles Azules, Maria Becerra;El Amor de Mi Vida;MX, AR;Latino/Tropical
feb-24;2024;Spotify;92;Bad Bunny, Chencho Corleone;Me Porto Bonito;PR, PR;Urbano
feb-24;2024;Spotify;93;Chris Jedi, Gaby Music, Dei V, Anuel AA, Ozuna;BAD BOY;PR, PR, PR, PR;Urbano
feb-24;2024;Spotify;94;Kidd Voodoo, Resonancia Etérea;Confortas Pero Dañas;CL;Urbano
feb-24;2024;Spotify;95;KAROL G;PROVENZA;CO;Urbano
feb-24;2024;Spotify;96;Marshmello, Manuel Turizo;El Merengue;US, CO;Electrónica
feb-24;2024;Spotify;97;Kali Uchis, Peso Pluma;Igual Que Un Ángel (with Peso Pluma);US, MX;Pop
feb-24;2024;Spotify;98;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
feb-24;2024;Spotify;99;Soda Stereo;Trátame Suavemente - Remasterizado 2007;AR;Rock
feb-24;2024;Spotify;100;Luck Ra, KHEA;HOLA PERDIDA;AR, AR;Latino/Tropical
mar-24;2024;Spotify;1;FloyyMenor, Cris Mj;Gata Only;CL, CL;Urbano
mar-24;2024;Spotify;2;Lucky Brown, Big Cvyu;Coa Xorete;CL;Urbano
mar-24;2024;Spotify;3;Cris Mj;Daytona;CL;Urbano
mar-24;2024;Spotify;4;Kidd Voodoo, DrefQuila, Swift 047;Enrolar;CL;Urbano
mar-24;2024;Spotify;5;Kidd Voodoo, Pablo Chill-E, Swift 047;Ese Guille;CL;Urbano
mar-24;2024;Spotify;6;Jere Klein, Nickoog Clk, Lucky Brown, El BAI;PRINCESITA DE ...;CL, CL;Urbano
mar-24;2024;Spotify;7;Feid, ATL Jacob;LUNA;CO;Urbano
mar-24;2024;Spotify;8;Kidd Voodoo, Daiko 02;Minnie <3;CL;Urbano
mar-24;2024;Spotify;9;ITHAN NY, Ak4:20;MA DIAMANTE;CL;Urbano
mar-24;2024;Spotify;10;Myke Towers;LA FALDA;PR;Urbano
mar-24;2024;Spotify;11;Jere Klein, Cris Mj;LOCA FARANDULERA;CL, CL;Urbano
mar-24;2024;Spotify;12;Standly;Vida Peligrosa;CL;Urbano
mar-24;2024;Spotify;13;Cris Mj, Dei V;Diabólica;CL;Urbano
mar-24;2024;Spotify;14;Lucky Brown, Jere Klein, Mateo on the Beatz;¿Cuál Es Su Nombre?;CL;Urbano
mar-24;2024;Spotify;15;Kidd Voodoo, LACUEVA;Recuérdame </3;CL;Urbano
mar-24;2024;Spotify;16;Jere Klein;NO HAY 14F;CL;Urbano
mar-24;2024;Spotify;17;Jere Klein, Gittobeatz;ANDO;CL;Urbano
mar-24;2024;Spotify;18;Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best;El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix;PR, PR;Urbano
mar-24;2024;Spotify;19;Kidd Voodoo, Young Cister;Fashion Girl - Remix;CL;Urbano
mar-24;2024;Spotify;20;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
mar-24;2024;Spotify;21;Tiago PZK, Ke Personajes;Piel;AR, AR;Urbano
mar-24;2024;Spotify;22;Pailita;Bendito (Soundtrack Baby Bandito: La Serie);CL;Urbano
mar-24;2024;Spotify;23;Lucky Brown, Nickoog Clk, Mateo on the Beatz;Ay Parcera;CL;Urbano
mar-24;2024;Spotify;24;Cris Mj;Partyson;CL;Urbano
mar-24;2024;Spotify;25;Milo j;M.A.I;AR;Urbano
mar-24;2024;Spotify;26;Sayian Jimmy, Nysix Music, CamiMusic;Bad Boy;CL;Urbano
mar-24;2024;Spotify;27;Mesita, Nicki Nicole, Tiago PZK, Emilia;Una Foto Remix (feat. Emilia);US, AR, AR, SE;Urbano
mar-24;2024;Spotify;28;Kidd Voodoo, Swift 047;Grabándote:);CL;Urbano
mar-24;2024;Spotify;29;Jere Klein, Nicki Nicole;X ESO BB;CL, AR;Urbano
mar-24;2024;Spotify;30;Jere Klein, Mateo on the Beatz, EL MURCIELAGO;KE MAL;CL;Urbano
mar-24;2024;Spotify;31;Bad Bunny, Feid;PERRO NEGRO;PR, CO;Urbano
mar-24;2024;Spotify;32;Xavi;La Diabla;MX;Latino/Tropical
mar-24;2024;Spotify;33;Cris Mj;No Ando Weando;CL;Urbano
mar-24;2024;Spotify;34;KAROL G, Peso Pluma;QLONA;CO, MX;Urbano
mar-24;2024;Spotify;35;YSY A, Jere Klein, ONIRIA;24/7 6.5;AR, CL, ES;Urbano
mar-24;2024;Spotify;36;Cris Mj;La Noche Está;CL;Urbano
mar-24;2024;Spotify;37;Maluma, Carin Leon;Según Quién;CO, MX;Urbano
mar-24;2024;Spotify;38;Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL;Mamichula - con Nicki Nicole;AR, AR, AR, AR;Urbano
mar-24;2024;Spotify;39;Jairo Vera, Gino Mella, Ak4:20, Bayriton, Abraham Wayne;Tarima (feat. Bayriton & Abraham Wayne) - Remix;CL;Urbano
mar-24;2024;Spotify;40;Lucky Brown, Adan La Amenaza;Privado;CL;Urbano
mar-24;2024;Spotify;41;Nickoog Clk, Jere Klein;XQ TAN SOLA?;CL;Urbano
mar-24;2024;Spotify;42;Renn, Yexel;Maquillaje;CL;Urbano
mar-24;2024;Spotify;43;Manuel Turizo;La Bachata;CO;Urbano
mar-24;2024;Spotify;44;FloyyMenor;pa la europa;CL;Urbano
mar-24;2024;Spotify;45;Gaby Music, Lunay, Luar La L;No Te Quieren Conmigo;PR, PR;Urbano
mar-24;2024;Spotify;46;KAROL G;AMARGURA;CO;Urbano
mar-24;2024;Spotify;47;Kidd Voodoo, Swift 047;Guaya Guaya...;CL;Urbano
mar-24;2024;Spotify;48;El Jordan 23, los patos feos inc, Nes;Cabaña;CL;Urbano
mar-24;2024;Spotify;49;KAROL G, Tiësto;CONTIGO (with Tiësto);CO, NL;Urbano
mar-24;2024;Spotify;50;eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA;Escarlata - Remix;CL, CL;Urbano
mar-24;2024;Spotify;51;Baby J & Young Weapon;Confundido;GB;Urbano
mar-24;2024;Spotify;52;Big One, FMK, Ke Personajes;Un Finde | CROSSOVER #2;AR, AR, AR;Urbano
mar-24;2024;Spotify;53;Ariana Grande;we can't be friends (wait for your love);US;Pop
mar-24;2024;Spotify;54;Cris Mj, Yan Block;333;CL;Urbano
mar-24;2024;Spotify;55;Plan B;Es un Secreto;GB;Urbano
mar-24;2024;Spotify;56;FloyyMenor, Lucky Brown;ME GUSTA;CL;Urbano
mar-24;2024;Spotify;57;Kidd Voodoo, Easykid;Mal Mal Mal;CL;Urbano
mar-24;2024;Spotify;58;KAROL G;MI EX TENÍA RAZÓN;CO;Urbano
mar-24;2024;Spotify;59;Benson Boone;Beautiful Things;US;Pop
mar-24;2024;Spotify;60;Pablo Chill-E, Pailita;Cora Roto;CL;Urbano
mar-24;2024;Spotify;61;Rauw Alejandro;DILUVIO;PR;Urbano
mar-24;2024;Spotify;62;Peso Pluma, Anitta;BELLAKEO;MX, BR;Latino/Tropical
mar-24;2024;Spotify;63;Gino Mella, Jairo Vera;DE LA PXTA;CL;Urbano
mar-24;2024;Spotify;64;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
mar-24;2024;Spotify;65;Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian;OA;PR, CO, PR, PR;Urbano
mar-24;2024;Spotify;66;NEMJ, Martinwhite;ESA NENA REMIX;CL;Urbano
mar-24;2024;Spotify;67;KAROL G, Shakira;TQG;CO, CO;Urbano
mar-24;2024;Spotify;68;Los Bunkers;Bailando Solo;CL;Rock
mar-24;2024;Spotify;69;Los Bunkers;Nada Nuevo Bajo El Sol;CL;Rock
mar-24;2024;Spotify;70;Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L;VVS Switch (feat. Luar La L & CDobleta) - Remix;PR, PR;Urbano
mar-24;2024;Spotify;71;Kidd Voodoo, Nickzzy, Dysbit;Prendía;CL;Urbano
mar-24;2024;Spotify;72;Grupo Frontera, Ke Personajes;OJITOS ROJOS;AR;Latino/Tropical
mar-24;2024;Spotify;73;Djo;End of Beginning;US;Electrónica
mar-24;2024;Spotify;74;Blessd, Feid;SI SABE FERXXO;CO, CO;Urbano
mar-24;2024;Spotify;75;Feid, Young Miko;CLASSY 101;CO, PR;Urbano
mar-24;2024;Spotify;76;Los Bunkers;Ven Aquí;CL;Rock
mar-24;2024;Spotify;77;Quevedo;Columbia;ES;Urbano
mar-24;2024;Spotify;78;Jere Klein, Mateo on the Beatz;UNA EN UN MILLÓN;CL;Urbano
mar-24;2024;Spotify;79;Lenny Tavárez, Feid;EMPELOTICA;PR, CO;Urbano
mar-24;2024;Spotify;80;Tony Dize, Plan B;Solos (feat. Plan B);PR, GB;Pop
mar-24;2024;Spotify;81;Milo j, Taiu;Rara Vez;AR, AR;Urbano
mar-24;2024;Spotify;82;Myke Towers;LALA;PR;Urbano
mar-24;2024;Spotify;83;Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp;JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp);CL;Urbano
mar-24;2024;Spotify;84;KAROL G, Cris Mj, Ryan Castro;UNA NOCHE EN MEDELLÍN - REMIX;CO, CL, CO;Urbano
mar-24;2024;Spotify;85;Kidd Voodoo, Alex Rose, Swift 047;Diablita;CL;Urbano
mar-24;2024;Spotify;86;Julianno Sosa, Guelo Star;TRANQUILA;PR;Urbano
mar-24;2024;Spotify;87;Lamelodiadelhampa, Renaglock, YoungGlizzy;Peñalolen Cuna de Ladrones;CL;Urbano
mar-24;2024;Spotify;88;KAROL G, Romeo Santos;X SI VOLVEMOS;CO, US;Urbano
mar-24;2024;Spotify;89;Feid;Feliz Cumpleaños Ferxxo;CO;Urbano
mar-24;2024;Spotify;90;Don Omar;Dile;PR;Urbano
mar-24;2024;Spotify;91;Kidd Voodoo, LACUEVA;Ángeles;CL;Urbano
mar-24;2024;Spotify;92;Bizarrap, Young Miko;Young Miko: Bzrp Music Sessions, Vol. 58;AR, PR;Urbano
mar-24;2024;Spotify;93;Gino Mella, Jairo Vera, Best;EL AMOR DE TU VIDA;CL;Urbano
mar-24;2024;Spotify;94;The Weeknd, JENNIE, Lily-Rose Depp;One Of The Girls (with JENNIE, Lily Rose Depp);CA, KR, US;Pop
mar-24;2024;Spotify;95;Tony Dize, Yandel;Permitame (feat. Yandel);PR, PR;Urbano
mar-24;2024;Spotify;96;Giuliano Yankees, Gio Valentinno, Valdi;Salgo En El Meche;CL;Urbano
mar-24;2024;Spotify;97;Lucky Brown, Fran C;Toda Guapa;CL;Urbano
mar-24;2024;Spotify;98;Nickoog Clk, ITHAN NY, Lucky Brown, Izahn;JERICHO;CL;Urbano
mar-24;2024;Spotify;99;Marshmello, Manuel Turizo;El Merengue;US, CO;Electrónica
mar-24;2024;Spotify;100;El Rey, Jere Klein;38;CL;Urbano
abr-24;2024;Spotify;1;FloyyMenor, Cris Mj;Gata Only;CL, CL;Urbano
abr-24;2024;Spotify;2;Pablo Chill-E, Bryartz;Gitana (feat. Bryartz);CL;Urbano
abr-24;2024;Spotify;3;Kidd Voodoo, DrefQuila, Young Cister, Easykid, Swift 047, LOS 4F;Enrolar - Fantastic Four Remix;CL;Urbano
abr-24;2024;Spotify;4;Pablo Chill-E, Ñengo Flow, Jere Klein;Bastardo (feat. Ñengo Flow & Jere Klein);CL, PR, CL;Urbano
abr-24;2024;Spotify;5;Cris Mj;Que Hay Amor;CL;Urbano
abr-24;2024;Spotify;6;Cris Mj;Daytona;CL;Urbano
abr-24;2024;Spotify;7;Lucky Brown, Big Cvyu;Coa Xorete;CL;Urbano
abr-24;2024;Spotify;8;Kidd Voodoo, Pablo Chill-E, Swift 047;Ese Guille;CL;Urbano
abr-24;2024;Spotify;9;ITHAN NY, Ak4:20;MA DIAMANTE;CL;Urbano
abr-24;2024;Spotify;10;Kidd Voodoo, DrefQuila, Swift 047;Enrolar;CL;Urbano
abr-24;2024;Spotify;11;Kidd Voodoo, Daiko 02;Minnie <3;CL;Urbano
abr-24;2024;Spotify;12;Cris Mj, Dei V;Diabólica;CL;Urbano
abr-24;2024;Spotify;13;Tiago PZK, Ke Personajes;Piel;AR, AR;Urbano
abr-24;2024;Spotify;14;Jere Klein, Nickoog Clk, Lucky Brown, El BAI;PRINCESITA DE ...;CL, CL;Urbano
abr-24;2024;Spotify;15;eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA;Escarlata - Remix;CL, CL;Urbano
abr-24;2024;Spotify;16;Feid, ATL Jacob;LUNA;CO;Urbano
abr-24;2024;Spotify;17;Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea;BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix;AR, AR, AR, AR;Urbano
abr-24;2024;Spotify;18;KAROL G;AMARGURA;CO;Urbano
abr-24;2024;Spotify;19;iZaak, JHAYCO, Anuel AA;BBY BOO - REMIX;PR, PR, PR;Urbano
abr-24;2024;Spotify;20;KAROL G, Peso Pluma;QLONA;CO, MX;Urbano
abr-24;2024;Spotify;21;Kidd Voodoo, Young Cister;Fashion Girl - Remix;CL;Urbano
abr-24;2024;Spotify;22;Jere Klein, Cris Mj;LOCA FARANDULERA;CL, CL;Urbano
abr-24;2024;Spotify;23;Kidd Voodoo, Swift 047;Grabándote:);CL;Urbano
abr-24;2024;Spotify;24;Myke Towers;LA FALDA;PR;Urbano
abr-24;2024;Spotify;25;Rvssian, Rauw Alejandro, Ayra Starr;Santa;JM, PR, NG;Urbano
abr-24;2024;Spotify;26;Jere Klein;NO HAY 14F;CL;Urbano
abr-24;2024;Spotify;27;Young Miko, Feid;offline;PR, CO;Urbano
abr-24;2024;Spotify;28;Jere Klein, Gittobeatz;ANDO;CL;Urbano
abr-24;2024;Spotify;29;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
abr-24;2024;Spotify;30;Lucky Brown, Jere Klein, Mateo on the Beatz;¿Cuál Es Su Nombre?;CL;Urbano
abr-24;2024;Spotify;31;Kidd Voodoo, LACUEVA;Recuérdame </3;CL;Urbano
abr-24;2024;Spotify;32;Cris Mj;Partyson;CL;Urbano
abr-24;2024;Spotify;33;KAROL G;MI EX TENÍA RAZÓN;CO;Urbano
abr-24;2024;Spotify;34;Jere Klein, Mateo on the Beatz, EL MURCIELAGO;KE MAL;CL;Urbano
abr-24;2024;Spotify;35;Standly;Vida Peligrosa;CL;Urbano
abr-24;2024;Spotify;36;Engel Montaz, Kuv507, Latinnites Music;Cupido;CL;Urbano
abr-24;2024;Spotify;37;Pablo Chill-E;Resentia;CL;Urbano
abr-24;2024;Spotify;38;Milo j;M.A.I;AR;Urbano
abr-24;2024;Spotify;39;FloyyMenor, Lucky Brown;ME GUSTA;CL;Urbano
abr-24;2024;Spotify;40;Sayian Jimmy, Nysix Music, CamiMusic;Bad Boy;CL;Urbano
abr-24;2024;Spotify;41;Jere Klein, Nicki Nicole;X ESO BB;CL, AR;Urbano
abr-24;2024;Spotify;42;KAROL G, Shakira;TQG;CO, CO;Urbano
abr-24;2024;Spotify;43;KAROL G, Tiësto;CONTIGO (with Tiësto);CO, NL;Urbano
abr-24;2024;Spotify;44;Pablo Chill-E, Pailita;Cora Roto (feat. Pailita);CL;Urbano
abr-24;2024;Spotify;45;Cris Mj;La Noche Está;CL;Urbano
abr-24;2024;Spotify;46;KAROL G;MIENTRAS ME CURO DEL CORA;CO;Urbano
abr-24;2024;Spotify;47;FloyyMenor;pa la europa;CL;Urbano
abr-24;2024;Spotify;48;Mesita, Nicki Nicole, Tiago PZK, Emilia;Una Foto Remix (feat. Emilia);US, AR, AR, SE;Urbano
abr-24;2024;Spotify;49;Artemas;i like the way you kiss me;GB;Pop
abr-24;2024;Spotify;50;Taylor Swift, Post Malone;Fortnight (feat. Post Malone);US, US;Pop
abr-24;2024;Spotify;51;YSY A, Jere Klein, ONIRIA;24/7 6.5;AR, CL, ES;Urbano
abr-24;2024;Spotify;52;KAROL G, Romeo Santos;X SI VOLVEMOS;CO, US;Urbano
abr-24;2024;Spotify;53;Bad Bunny, Feid;PERRO NEGRO;PR, CO;Urbano
abr-24;2024;Spotify;54;KAROL G;OKI DOKI;CO;Urbano
abr-24;2024;Spotify;55;Lucky Brown, Nickoog Clk, Mateo on the Beatz;Ay Parcera;CL;Urbano
abr-24;2024;Spotify;56;Nickoog Clk, Jere Klein;XQ TAN SOLA?;CL;Urbano
abr-24;2024;Spotify;57;Maluma, Carin Leon;Según Quién;CO, MX;Urbano
abr-24;2024;Spotify;58;KAROL G, Cris Mj, Ryan Castro;UNA NOCHE EN MEDELLÍN - REMIX;CO, CL, CO;Urbano
abr-24;2024;Spotify;59;Renn, Yexel;Maquillaje;EC,CU;Latino/Tropical
abr-24;2024;Spotify;60;Cris Mj;No Ando Weando;CL;Urbano
abr-24;2024;Spotify;61;Manuel Turizo;La Bachata;CO;Urbano
abr-24;2024;Spotify;62;Sevdaliza, Villano Antillano, Tokischa;Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa);NL, PR, DO;Urbano
abr-24;2024;Spotify;63;Ak4:20, J Alvarez;2012;PR;Urbano
abr-24;2024;Spotify;64;Pailita;Bendito (Soundtrack Baby Bandito: La Serie);CL;Urbano
abr-24;2024;Spotify;65;Plan B;Es un Secreto;GB;Urbano
abr-24;2024;Spotify;66;Big One, FMK, Ke Personajes;Un Finde | CROSSOVER #2;AR, AR, AR;Urbano
abr-24;2024;Spotify;67;KAROL G;PROVENZA;CO;Urbano
abr-24;2024;Spotify;68;Ceaese, Utopiko, DrefQuila, THAT;Damelo (feat. DrefQuila y THAT);CL, GB;Urbano
abr-24;2024;Spotify;69;Tobal Mj, Cris Mj, Kail BRL;Que Brille Sola Mami;CL;Urbano
abr-24;2024;Spotify;70;El Jordan 23, los patos feos inc, Nes;Cabaña;CL;Urbano
abr-24;2024;Spotify;71;Cris Mj, Yan Block;333;CL;Urbano
abr-24;2024;Spotify;72;KAROL G, Ovy On The Drums;CAIRO;CO, CO;Urbano
abr-24;2024;Spotify;73;The Academy: Segunda Misión, Sech, Justin Quiles, Lenny Tavárez, Dalex, Dímelo Flow, Myke Towers;LA RANGER (feat. Myke Towers);PA, PR, PR, PR, PA, PR;Urbano
abr-24;2024;Spotify;74;KAROL G;EL BARCO;CO;Urbano
abr-24;2024;Spotify;75;Xavi;La Diabla;MX;Latino/Tropical
abr-24;2024;Spotify;76;Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best;El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix;PR, PR;Urbano
abr-24;2024;Spotify;77;Becky G, KAROL G;MAMIII;US, CO;Urbano
abr-24;2024;Spotify;78;Kidd Voodoo, Swift 047;Guaya Guaya...;CL;Urbano
abr-24;2024;Spotify;79;Lucky Brown, Adan La Amenaza;Privado;CL;Urbano
abr-24;2024;Spotify;80;Benson Boone;Beautiful Things;US;Pop
abr-24;2024;Spotify;81;Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian;OA;PR, CO, PR, PR;Urbano
abr-24;2024;Spotify;82;Armut, Ayparia;Luxuria;TU,FR;Electrónica
abr-24;2024;Spotify;83;Taylor Swift;So Long, London;US;Pop
abr-24;2024;Spotify;84;Tony Dize, Plan B;Solos (feat. Plan B);PR, GB;Pop
abr-24;2024;Spotify;85;Gaby Music, Lunay, Luar La L;No Te Quieren Conmigo;PR, PR;Urbano
abr-24;2024;Spotify;86;KAROL G;A Ella;CO;Urbano
abr-24;2024;Spotify;87;Julianno Sosa, Pailita;CARRO RE-KL (with Pailita);CL;Urbano
abr-24;2024;Spotify;88;Brytiago, Anuel AA;Kilerito;PR, PR;Urbano
abr-24;2024;Spotify;89;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
abr-24;2024;Spotify;90;Jere Klein, Mateo on the Beatz;UNA EN UN MILLÓN;CL;Urbano
abr-24;2024;Spotify;91;Hades66;Emociones;CL;Urbano
abr-24;2024;Spotify;92;Pablo Antonio, Lamelodiadelhampa;Hello Baby;CL;Urbano
abr-24;2024;Spotify;93;Taylor Swift;I Can Do It With a Broken Heart;US;Pop
abr-24;2024;Spotify;94;Djo;End of Beginning;US;Electrónica
abr-24;2024;Spotify;95;Taylor Swift;My Boy Only Breaks His Favorite Toys;US;Pop
abr-24;2024;Spotify;96;Los Bunkers;Bailando Solo;CL;Rock
abr-24;2024;Spotify;97;Taylor Swift;Down Bad;US;Pop
