"Fecha","Medio","Posición","Artista","Canción","Nacionalidad","Genero"
"ene-22","Spotify","27","Cris Mj","Locura y Maldad","CL","Urbano"
"ene-22","Spotify","28","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"ene-22","Spotify","29","El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel","Flaytiando","CL, CL, CL, CL. CL","Urbano"
"ene-22","Spotify","30","Tiago PZK, Trueno","Salimo de Noche","AR, AR","Urbano"
"ene-22","Spotify","31","Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge","Dele Cotele 3","CL, CL, CL","Urbano"
"ene-22","Spotify","32","TINI, L-Gante","Bar","AR","Urbano"
"ene-22","Spotify","33","Arte Elegante, Marcianeke","En las Malas y Buenas","CL","Urbano"
"ene-22","Spotify","34","Harry Nach, Marcianeke","¿Por Qué Te Enojái?","CL","Urbano"
"ene-22","Spotify","35","Randy, Ape Drums","23 (With Ape Drums)","US, US","Urbano"
"ene-22","Spotify","36","Farruko","Pepas","PR","Urbano"
"ene-22","Spotify","37","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","CL, CL","Urbano"
"ene-22","Spotify","38","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez","Se Le Ve","PA, PR, PA, PR, PR, PR, PR","Urbano"
"ene-22","Spotify","39","Myke Towers","ALMAS GEMELAS","PR","Urbano"
"ene-22","Spotify","40","J Balvin, Sech","Una Nota","CO, PA","Urbano"
"ene-22","Spotify","41","Nio Garcia, J Balvin, Bad Bunny","AM Remix","PR, CO, PR","Urbano"
"ene-22","Spotify","42","Rauw Alejandro","Todo De Ti","PR","Urbano"
"ene-22","Spotify","43","Drago200, Ak4:20","TOTA","CL","Urbano"
"ene-22","Spotify","44","Maluma","Sobrio","CO","Urbano"
"ene-22","Spotify","45","Trueno","DANCE CRIP","AR","Urbano"
"ene-22","Spotify","46","Balbi El Chamako, Marcianeke, El BAI","Ponle","CL, CL, CL","Urbano"
"ene-22","Spotify","47","Rauw Alejandro","Cúrame","PR","Urbano"
"ene-22","Spotify","48","TINI, Maria Becerra","Miénteme","AR, AR","Pop"
"ene-22","Spotify","49","Bad Bunny","A Tu Merced","PR","Urbano"
"ene-22","Spotify","50","Tiago PZK, LIT killah","Entre Nosotros","AR","Urbano"
"ene-22","Spotify","51","Pailita, Big Cvyu","Hooka","CL, CL, CL","Urbano"
"ene-22","Spotify","52","Galee Galee, Harry Nach, Pablo Chill-E","Big Cut","CL, CL","Urbano"
"ene-22","Spotify","53","KAROL G","SEJODIOTO","CO","Urbano"
"ene-22","Spotify","54","Sebastian Yatra, Myke Towers","Pareja Del Año","CO, PR","Urbano"
"ene-22","Spotify","55","Sebastian Yatra","Tacones Rojos","CO","Urbano"
"ene-22","Spotify","56","Bad Bunny","120","PR","Urbano"
"ene-22","Spotify","57","CKay, Dj Yo!, AX'EL","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","NG, MU","Tropical/Latino"
"ene-22","Spotify","58","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","US, US, GB","Pop"
"ene-22","Spotify","59","J Balvin, Maria Becerra","Qué Más Pues?","CO, AR","Urbano"
"ene-22","Spotify","60","Duki, Ak4:20, Juhn, Juanka","BICI","PR, PR","Urbano"
"ene-22","Spotify","61","El Jordan 23","Anti Rana","CL","Urbano"
"ene-22","Spotify","62","Wisin, JHAYCO, Ozuna, Los Legendarios","Emojis de Corazones (feat. Los Legendarios)","PR, PR, PR, PR","Urbano"
"ene-22","Spotify","63","Rauw Alejandro","Sexo Virtual","PR","Urbano"
"ene-22","Spotify","64","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"ene-22","Spotify","65","Don Omar, Nio Garcia","Se Menea","PR, PR","Urbano"
"ene-22","Spotify","66","Justin Quiles","Colorín Colorado","PR","Urbano"
"ene-22","Spotify","67","Tiësto, KAROL G","Don't Be Shy","NL, CO","Urbano"
"ene-22","Spotify","68","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","PR, ES","Urbano"
"ene-22","Spotify","69","Pablo Alborán","Saturno","ES","Pop"
"ene-22","Spotify","70","Bad Bunny, Mora","Una Vez","PR, SE","Urbano"
"ene-22","Spotify","71","Sech, JHAYCO","911 (Remix)","PA, PR","Urbano"
"ene-22","Spotify","72","Justin Quiles, Chimbala, Zion & Lennox","Loco","PR, DO, US","Urbano"
"ene-22","Spotify","73","Dua Lipa","Don't Start Now","GB","pop"
"ene-22","Spotify","74","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","PR, PR, PR","Urbano"
"ene-22","Spotify","75","Duki","TOP 5","AR","Urbano"
"ene-22","Spotify","76","Anuel AA","Dictadura","PR","Urbano"
"ene-22","Spotify","77","Cris Mj, Marcianeke","Bichiyal","CL, CL","Urbano"
"ene-22","Spotify","78","Natalia Lafourcade","Hasta la Raíz","MX","Urbano"
"ene-22","Spotify","79","Farruko, Victor Cardenas, Dj Adoni","El Incomprendido","PR, CO","Urbano"
"ene-22","Spotify","80","Bad Bunny","TE MUDASTE","PR","Urbano"
"ene-22","Spotify","81","Rauw Alejandro, Mr. Naisgai","2/Catorce","PR","Urbano"
"ene-22","Spotify","82","Santaferia","Algún Día Volverás","CL","Tropical/Latino"
"ene-22","Spotify","83","Bad Bunny","Si Veo a Tu Mamá","PR","Urbano"
"ene-22","Spotify","84","Sech, DJ Khaled","Borracho","PA, US","Urbano"
"ene-22","Spotify","85","Mora, JHAYCO","512","SE, PR","Urbano"
"ene-22","Spotify","86","Marcianeke, Cris Mj","Tussi Code Mari","CL, CL","Urbano"
"ene-22","Spotify","87","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","AU, CA","Pop"
"ene-22","Spotify","88","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","GB, US","Pop"
"ene-22","Spotify","89","Bad Bunny","Vete","PR","Urbano"
"ene-22","Spotify","90","Bad Bunny","Si Estuviésemos Juntos","PR","Urbano"
"ene-22","Spotify","91","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","ES, PR, ES","Urbano"
"ene-22","Spotify","92","Santaferia","EL Gil De Tu Ex","CL","Tropical/Latino"
"ene-22","Spotify","93","J Balvin, Bad Bunny","LA CANCIÓN","CO, PR","Urbano"
"ene-22","Spotify","94","Pablito Pesadilla, Harry Nach, Marcianeke, Pablo Chill-E","Bella","CL, CL","Urbano"
"ene-22","Spotify","95","J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander","Poblado - Remix","CO, CO, PR, CO, CO, BE","Urbano"
"ene-22","Spotify","96","JHAYCO, Bad Bunny","CÓMO SE SIENTE - Remix","PR, PR","Urbano"
"ene-22","Spotify","97","Bayron Fire, Amara Ignacia","Complices","CL","Urbano"
"ene-22","Spotify","98","Doja Cat","Woman","US","Pop"
"ene-22","Spotify","99","El Jordan 23, Cris Mj","Ta' Soltera","CL","Urbano"
"ene-22","Spotify","100","Wisin, Camilo, Los Legendarios","Buenos Días","PR, ES, PR","Urbano"
"feb-22","Spotify","1","Cris Mj","Una Noche en Medellín","CL","Urbano"
"feb-22","Spotify","2","Becky G, KAROL G","MAMIII","US, CO","Urbano"
"feb-22","Spotify","3","Standly","Pégate","CL","Urbano"
"feb-22","Spotify","4","Rauw Alejandro, Chencho Corleone","Desesperados","PR, PR","Urbano"
"feb-22","Spotify","5","Pailita, Cris Mj, Big Cvyu","Dime Tú","CL","Urbano"
"feb-22","Spotify","6","Standly, El Barto","Mi Gata","CL, CL","Urbano"
"feb-22","Spotify","7","Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj","Ponle - Remix","CL, CL, CL, FR, PR, CL","Urbano"
"feb-22","Spotify","8","El Jordan 23, Standly","Bailando","CL, CL","Urbano"
"feb-22","Spotify","9","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","PR, PR, MX","Urbano"
"feb-22","Spotify","10","Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile","Los Malvekes","CL, CL","Urbano"
"feb-22","Spotify","11","Bad Bunny","Yonaguni","PR","Urbano"
"feb-22","Spotify","12","El Jordan 23","Anti Rana","CL, CL","Urbano"
"feb-22","Spotify","13","La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","ES, ES, ES, ES, ES","Urbano"
"feb-22","Spotify","14","JOSEPE EL DEMENTE, Sayian Jimmy","Morena Cachetona","CL, CL","Urbano"
"feb-22","Spotify","15","Polimá Westcoast, Pailita","ULTRA SOLO","CL","Urbano"
"feb-22","Spotify","16","Blessd, Justin Quiles, Lenny Tavárez","Medallo","CO, PR, PR","Urbano"
"feb-22","Spotify","17","El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel","Flaytiando","CL, CL, CL, CL, CL","Urbano"
"feb-22","Spotify","18","Aventura, Bad Bunny","Volví","US, PR","Tropical/Latino"
"feb-22","Spotify","19","Boza, Lunay, Lenny Tavárez, Juhn, Beéle","Ella - Remix","PA, PR, PR, PR, CO","Urbano"
"feb-22","Spotify","20","Bad Bunny","A Tu Merced","PR","Urbano"
"feb-22","Spotify","21","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"feb-22","Spotify","22","Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","AR, AR","Urbano"
"feb-22","Spotify","23","Young Cister","Casi Amor De Verano","CL","Urbano"
"feb-22","Spotify","24","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","GB, GB, AU","Pop"
"feb-22","Spotify","25","Alvaro Diaz, Rauw Alejandro","Problemón","PR, PR","Urbano"
"feb-22","Spotify","26","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","JM, PR, US","Urbano"
"feb-22","Spotify","27","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez","Se Le Ve","PA, PR, PA, PR, PR, PR, PR","Urbano"
"feb-22","Spotify","28","Marcianeke","Qué Pasa?","CL","Urbano"
"feb-22","Spotify","29","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"feb-22","Spotify","30","Nickoog Clk, Pailita, Simon la Letra, Standly","Phillie y Botella (Remix)","CL, CL, CL","Urbano"
"feb-22","Spotify","31","Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY","MONEYMAN (feat. Galee Galee & ITHAN NY)","CL, CL, CL, CL","Urbano"
"feb-22","Spotify","32","Mora, Bad Bunny, Sech","Volando - Remix","SE, PR, PA","Urbano"
"feb-22","Spotify","33","Cris Mj","Locura y Maldad","CL","Urbano"
"feb-22","Spotify","34","JHAYCO, Anuel AA","Ley Seca","PR, PR","Urbano"
"feb-22","Spotify","35","Marcianeke","Waka Waka","CL","Urbano"
"feb-22","Spotify","36","zzoilo, Aitana","Mon Amour - Remix","ES, ES","Pop"
"feb-22","Spotify","37","Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole","Entre Nosotros (Remix) [con Nicki Nicole]","AR, AR, AR","Urbano"
"feb-22","Spotify","38","Nickoog Clk, Izahn, Standly","Mi Waxita","CL, CL, CL","Urbano"
"feb-22","Spotify","39","Anuel AA, Myke Towers, JHAYCO","Súbelo","PR,PR,PR","Urbano"
"feb-22","Spotify","40","Pailita, Marcianeke","Dimelo Ma","CL","Urbano"
"feb-22","Spotify","41","TINI, L-Gante","Bar","AR","Pop"
"feb-22","Spotify","42","Tiago PZK, Trueno","Salimo de Noche","AR, AR","Urbano"
"feb-22","Spotify","43","Arte Elegante, Marcianeke","En las Malas y Buenas","CL","Urbano"
"feb-22","Spotify","44","Young Cister, Duki","DOLCE","CL, AR","Urbano"
"feb-22","Spotify","45","Bad Bunny, Mora","Una Vez","PR, PR","Urbano"
"feb-22","Spotify","46","Nio Garcia, J Balvin, Bad Bunny","AM Remix","PR, CO, PR","Urbano"
"feb-22","Spotify","47","Farruko","Pepas","PR","Urbano"
"feb-22","Spotify","48","KAROL G","SEJODIOTO","CO","Urbano"
"feb-22","Spotify","49","ITHAN NY, Marcianeke","Las Naik","CL, CL","Urbano"
"feb-22","Spotify","50","Rauw Alejandro","Todo De Ti","PR","Urbano"
"feb-22","Spotify","51","Drago200, Ak4:20","TOTA","CL","Urbano"
"feb-22","Spotify","52","Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge","Dele Cotele 3","CL, CL, CL","Urbano"
"feb-22","Spotify","53","Myke Towers","ALMAS GEMELAS","PR","Urbano"
"feb-22","Spotify","54","Maluma","Sobrio","CO","Urbano"
"feb-22","Spotify","55","Bad Bunny","Vete","PR","Urbano"
"feb-22","Spotify","56","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","CL, CL","Urbano"
"feb-22","Spotify","57","Bad Bunny","TE MUDASTE","PR","Urbano"
"feb-22","Spotify","58","Bad Bunny","Si Estuviésemos Juntos","PR","Urbano"
"feb-22","Spotify","59","Pailita, Big Cvyu","Hooka","CL, CL","Urbano"
"feb-22","Spotify","60","Bad Bunny","La Difícil","PR","Urbano"
"feb-22","Spotify","61","Bad Bunny","Si Veo a Tu Mamá","PR","Urbano"
"feb-22","Spotify","62","Bad Bunny","La Zona","PR","Urbano"
"feb-22","Spotify","63","J Balvin, Sech","Una Nota","CO, PA","Urbano"
"feb-22","Spotify","64","Sebastian Yatra","Tacones Rojos","CO","Urbano"
"feb-22","Spotify","65","J Balvin, Bad Bunny","LA CANCIÓN","CO, PR","Urbano"
"feb-22","Spotify","66","TINI, Maria Becerra","Miénteme","AR, AR","Pop"
"feb-22","Spotify","67","Randy, Ape Drums","23 (With Ape Drums)","US, US","Urbano"
"feb-22","Spotify","68","C. Tangana","Demasiadas Mujeres","ES","Urbano"
"feb-22","Spotify","69","Harry Nach, Marcianeke","¿Por Qué Te Enojái?","CL","Urbano"
"feb-22","Spotify","70","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","PR, ES","Urbano"
"feb-22","Spotify","71","Rauw Alejandro","Cúrame","PR","Urbano"
"feb-22","Spotify","72","JHAYCO, Bad Bunny","CÓMO SE SIENTE - Remix","PR, PR","Urbano"
"feb-22","Spotify","73","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","US, US, GB","Urbano"
"feb-22","Spotify","74","J Balvin, Maria Becerra","Qué Más Pues?","CO, AR","Urbano"
"feb-22","Spotify","75","Galee Galee, Harry Nach, Pablo Chill-E","Big Cut","CL, CL","Urbano"
"feb-22","Spotify","76","Rauw Alejandro, Mr. Naisgai","2/Catorce","PR","Urbano"
"feb-22","Spotify","77","Sebastian Yatra, Myke Towers","Pareja Del Año","CO, PR","Urbano"
"feb-22","Spotify","78","Bad Bunny","120","PR","Urbano"
"feb-22","Spotify","79","Tiago PZK, LIT killah","Entre Nosotros","AR","Urbano"
"feb-22","Spotify","80","Bad Bunny","HACIENDO QUE ME AMAS","PR","Urbano"
"feb-22","Spotify","81","Cris Mj, Marcianeke","Bichiyal","CL, CL","Urbano"
"feb-22","Spotify","82","LIT killah","La Trampa es Ley","AR","Urbano"
"feb-22","Spotify","83","JHAYCO, J Balvin, Bad Bunny","No Me Conoce - Remix","PR, CO, PR","Urbano"
"feb-22","Spotify","84","DEKKO","12x3","CO","Urbano"
"feb-22","Spotify","85","Pablo Alborán","Saturno","ES","Pop"
"feb-22","Spotify","86","Bad Bunny, Jowell & Randy, Ñengo Flow","Safaera","PR, PR, PR","Urbano"
"feb-22","Spotify","87","Dua Lipa","Don't Start Now","GB","pop"
"feb-22","Spotify","88","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","PR, PR, PR, PR, PR, PR, PR","Urbano"
"feb-22","Spotify","89","Don Omar, Nio Garcia","Se Menea","PR, PR","Urbano"
"feb-22","Spotify","90","Bad Bunny, Sech","Ignorantes","PR, PA","Urbano"
"feb-22","Spotify","91","Nicky Jam","Ojos Rojos","PR","Urbano"
"feb-22","Spotify","92","El Jordan 23, Cris Mj","Ta' Soltera","CL","Urbano"
"feb-22","Spotify","93","Bad Bunny, Yaviah","Bichiyal","PR, PR","Urbano"
"feb-22","Spotify","94","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","PR, PR, PR","Urbano"
"feb-22","Spotify","95","ITHAN NY, Drakomafia, JulianoChieff","Piramide","CL","Urbano"
"feb-22","Spotify","96","Sech, JHAYCO","911 (Remix)","PA, PR","Urbano"
"feb-22","Spotify","97","Justin Quiles","Colorín Colorado","PR","Urbano"
"feb-22","Spotify","98","Santaferia","Algún Día Volverás","CL","Tropical/Latino"
"feb-22","Spotify","99","Feid, KAROL G","FRIKI","CO, CO","Urbano"
"feb-22","Spotify","100","Trueno","DANCE CRIP","AR","Urbano"
"mar-22","Spotify","1","Polimá Westcoast, Pailita","ULTRA SOLO","CL","Urbano"
"mar-22","Spotify","2","Cris Mj","Una Noche en Medellín","CL","Urbano"
"mar-22","Spotify","3","Paulo Londra","Plan A","AR","Urbano"
"mar-22","Spotify","4","Pailita, Cris Mj, Big Cvyu","Dime Tú","CL","Urbano"
"mar-22","Spotify","5","Daddy Yankee, Bad Bunny","X ÚLTIMA VEZ","PR, PR","Urbano"
"mar-22","Spotify","6","El Jordan 23, Standly","Bailando","CL, CL","Urbano"
"mar-22","Spotify","7","Standly","Pégate","CL","Urbano"
"mar-22","Spotify","8","Ak4:20, Pailita, Cris Mj","Me Arrepentí","CL","Urbano"
"mar-22","Spotify","9","Daddy Yankee","RUMBATÓN","PR","Urbano"
"mar-22","Spotify","10","Rauw Alejandro, Chencho Corleone","Desesperados","PR, PR","Urbano"
"mar-22","Spotify","11","Becky G, KAROL G","MAMIII","US, CO","Urbano"
"mar-22","Spotify","12","Daddy Yankee","REMIX","PR","Urbano"
"mar-22","Spotify","13","El Jordan 23","Anti Rana","CL","Urbano"
"mar-22","Spotify","14","Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile","Los Malvekes","CL, CL","Urbano"
"mar-22","Spotify","15","Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj","Ponle - Remix","CL, CL, CL, FR, PR, CL","Urbano"
"mar-22","Spotify","16","Standly, El Barto","Mi Gata","CL, CL","Urbano"
"mar-22","Spotify","17","Daddy Yankee, Sech","PARA SIEMPRE","PR, PA","Urbano"
"mar-22","Spotify","18","Anitta","Envolver","BR","Urbano"
"mar-22","Spotify","19","Alejo, Feid, ROBI","Pantysito","CO, BG","Urbano"
"mar-22","Spotify","20","Daddy Yankee, Myke Towers","PASATIEMPO","PR, PR","Urbano"
"mar-22","Spotify","21","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","PR, PR, MX","Urbano"
"mar-22","Spotify","22","El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel","Flaytiando","CL, CL, CL, CL, CL","Urbano"
"mar-22","Spotify","23","Cris Mj","Como Te Va","CL","Urbano"
"mar-22","Spotify","24","La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","ES, ES, ES, ES, ES","Urbano"
"mar-22","Spotify","25","JOSEPE EL DEMENTE, Sayian Jimmy","Morena Cachetona","CL, CL","Urbano"
"mar-22","Spotify","26","Blessd, Justin Quiles, Lenny Tavárez","Medallo","CO, PR, PR","Urbano"
"mar-22","Spotify","27","Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best","FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)","CL, CL, CL, CL,CL,CL,CL,CL,CL","Urbano"
"mar-22","Spotify","28","Nickoog Clk, Pailita, Simon la Letra, Standly","Phillie y Botella (Remix)","CL, CL, CL, CL","Urbano"
"mar-22","Spotify","29","Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","AR, AR","Urbano"
"mar-22","Spotify","30","Bad Bunny","Yonaguni","PR","Urbano"
"mar-22","Spotify","31","Daddy Yankee","UNO QUITAO Y OTRO PUESTO","PR","Urbano"
"mar-22","Spotify","32","Cris Mj","Locura y Maldad","CL","Urbano"
"mar-22","Spotify","33","Daddy Yankee, Rauw Alejandro, Nile Rodgers","AGUA","PR, PR, US","Urbano"
"mar-22","Spotify","34","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"mar-22","Spotify","35","Aventura, Bad Bunny","Volví","US, PR","Tropical/Latino"
"mar-22","Spotify","36","Bad Bunny","A Tu Merced","PR","Urbano"
"mar-22","Spotify","37","Daddy Yankee, Pitbull","HOT","PR, US","Urbano"
"mar-22","Spotify","38","Boza, Lunay, Lenny Tavárez, Juhn, Beéle","Ella - Remix","PA, PR, PR, PR, CO","Urbano"
"mar-22","Spotify","39","Daddy Yankee","CAMPEÓN","PR","Urbano"
"mar-22","Spotify","40","Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY","MONEYMAN (feat. Galee Galee & ITHAN NY)","CL, CL, CL, CL","Urbano"
"mar-22","Spotify","41","Daddy Yankee","EL ABUSADOR DEL ABUSADOR","PR","Urbano"
"mar-22","Spotify","42","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","GB, GB, AU","Pop"
"mar-22","Spotify","43","Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa","Prende el Party","CL, CL","Urbano"
"mar-22","Spotify","44","Daddy Yankee, NATTI NATASHA, Becky G","ZONA DEL PERREO","PR, DO, US","Urbano"
"mar-22","Spotify","45","C. Tangana","Demasiadas Mujeres","ES","Urbano"
"mar-22","Spotify","46","Young Cister","Casi Amor De Verano","CL","Urbano"
"mar-22","Spotify","47","Standly, Polimá Westcoast","Me Voy Contigo","CL","Urbano"
"mar-22","Spotify","48","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez","Se Le Ve","PA, PR, PA, PR, PR, PR, PR","Urbano"
"mar-22","Spotify","49","Pailita, Big Cvyu","Hooka","CL,CL","Urbano"
"mar-22","Spotify","50","Daddy Yankee, El Alfa, Lil Jon","BOMBÓN","PR, DO, US","Urbano"
"mar-22","Spotify","51","Alvaro Diaz, Rauw Alejandro","Problemón","PR, PR","Urbano"
"mar-22","Spotify","52","Marcianeke","Qué Pasa?","CL","Urbano"
"mar-22","Spotify","53","Nickoog Clk, Dainesitta","ESE CULITO","CL","Urbano"
"mar-22","Spotify","54","Standly","Bailemos Reggaeton","CL","Urbano"
"mar-22","Spotify","55","El Jordan 23, Pipo Beatz","Ando","CL,CL","Urbano"
"mar-22","Spotify","56","Danny Ocean","Fuera del mercado","US","Urbano"
"mar-22","Spotify","57","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"mar-22","Spotify","58","Daddy Yankee","LA OLA","PR","Urbano"
"mar-22","Spotify","59","Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole","Entre Nosotros (Remix) [con Nicki Nicole]","AR, AR, AR","Urbano"
"mar-22","Spotify","60","Daddy Yankee","ENCHULETIAO","PR","Urbano"
"mar-22","Spotify","61","JHAYCO, Anuel AA","Ley Seca","PR, PR","Urbano"
"mar-22","Spotify","62","Zion & Lennox","Yo Voy (feat. Daddy Yankee)","US","Urbano"
"mar-22","Spotify","63","Daddy Yankee","LEGENDADDY","PR","Urbano"
"mar-22","Spotify","64","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","JM, PR, US","Urbano"
"mar-22","Spotify","65","Mora, Bad Bunny, Sech","Volando - Remix","SE, PR, PA","Urbano"
"mar-22","Spotify","66","Drago200, Ak4:20","TOTA","CL","Urbano"
"mar-22","Spotify","67","Daddy Yankee","EL REY DE LO IMPERFECTO","PR","Urbano"
"mar-22","Spotify","68","Ryan Castro","Jordan","CO","Urbano"
"mar-22","Spotify","69","Daddy Yankee","IMPARES","PR","Urbano"
"mar-22","Spotify","70","Anuel AA, Myke Towers, JHAYCO","Súbelo","PR, PR, PR","Urbano"
"mar-22","Spotify","71","Young Cister, Duki","DOLCE","CL, AR","Urbano"
"mar-22","Spotify","72","J Balvin, Ed Sheeran","Sigue","CO, GB","Urbano"
