Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-22;Radio;#¿NOMBRE?;Harry Styles;Adore You;;
ene-22;Radio;#¿NOMBRE?;Francisca Valenzuela;Castillo De Cristal;;
ene-22;Radio;#¿NOMBRE?;R.E.M.;Everybody Hurts;;
ene-22;Radio;#¿NOMBRE?;Pharrell Williams;Happy;;
ene-22;Radio;#¿NOMBRE?;Cami;Poca Fe;;
ene-22;Radio;#¿NOMBRE?;Los Ángeles Azules, Nicki Nicole;Otra Noche;;
ene-22;Radio;#¿NOMBRE?;Olivia Rodrigo;Traitor;;
ene-22;Radio;#¿NOMBRE?;Trueno;Dance Crip;;
ene-22;Radio;#¿NOMBRE?;J. Balvin, Sech;Una Nota;;
ene-22;Radio;#¿NOMBRE?;Rauw Alejandro;La Old Skul;;
ene-22;Radio;#¿NOMBRE?;Darkiel, Jon Z, Alex Rose;La Importante;;
ene-22;Radio;#¿NOMBRE?;Noche De Brujas;Me Gusta Todo De Ti;;
ene-22;Radio;#¿NOMBRE?;Dua Lipa;Love Again;;
ene-22;Radio;#¿NOMBRE?;The Weeknd;Take My Breath;;
ene-22;Radio;#¿NOMBRE?;Ed Sheeran;Shape Of You;;
ene-22;Radio;#¿NOMBRE?;J Balvin, Maria Becerra;Qué Más Pues?;;
ene-22;Radio;#¿NOMBRE?;Sech, Daddy Yan;Sal Y Perrea (Remix) [Radio Edit];;
ene-22;Radio;#¿NOMBRE?;Karol G;SEJODIOTO;;
ene-22;Radio;#¿NOMBRE?;Shania Twain;Man! I Feel Like A Woman!;;
ene-22;Radio;#¿NOMBRE?;Doja Cat;Woman [Explicit];;
ene-22;Radio;#¿NOMBRE?;Måneskin;Beggin';;
ene-22;Radio;#¿NOMBRE?;Coni Puelma, Vivanco;Fuego;;
ene-22;Radio;#¿NOMBRE?;Gontte;Siempre Hay Mas;;
ene-22;Radio;#¿NOMBRE?;Monsieur Periné, Vicente Ga;Nuestra Cancion;;
ene-22;Radio;#¿NOMBRE?;Dire Straits;Sultans Of Swing;;
ene-22;Radio;#¿NOMBRE?;Los Auténticos Decadentes;Golpes En El Corazón;;
ene-22;Radio;#¿NOMBRE?;Camilo;Vida De Rico;;
ene-22;Radio;#¿NOMBRE?;Daft Punk;Get Lucky Feat. Pharrell Williams;;
ene-22;Radio;#¿NOMBRE?;Tones And I;Dance Monkey;;
ene-22;Radio;#¿NOMBRE?;Nino Freestyle, Jon Z;Flow Challenge;;
ene-22;Radio;#¿NOMBRE?;Natti Natasha & Becky G;Ram Pam Pam;;
ene-22;Radio;#¿NOMBRE?;Maluma;Hawai;;
ene-22;Radio;#¿NOMBRE?;The Kid Laroi & Justin Bieber;Stay;;
ene-22;Radio;#¿NOMBRE?;Maluma, Rayvanny;Mama Tetema;;
ene-22;Radio;#¿NOMBRE?;Mon Laferte;Amárrame Feat. Juanes;;
ene-22;Radio;#¿NOMBRE?;Don Omar, Nio Garcia;Se Menea;;
ene-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);;
ene-22;Radio;#¿NOMBRE?;Mon Laferte;El Beso;;
ene-22;Radio;#¿NOMBRE?;Los Vasquez;Boquita Hechicera;;
ene-22;Radio;#¿NOMBRE?;David Guetta & Sia;Let's Love;;
ene-22;Radio;#¿NOMBRE?;Jorge González;Mi Casa En El Arbol;;
ene-22;Radio;#¿NOMBRE?;Natalie Imbruglia;Torn;;
ene-22;Radio;#¿NOMBRE?;Plumas;Cerca Del Sol;;
ene-22;Radio;#¿NOMBRE?;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/;;
ene-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears;;
ene-22;Radio;#¿NOMBRE?;Marcianeke;Que Pasa;;
ene-22;Radio;#¿NOMBRE?;Wisin & Los Legendarios;Playita;;
ene-22;Radio;#¿NOMBRE?;Farruko;El Incomprendido;;
ene-22;Radio;#¿NOMBRE?;Dua Lipa;LEVITATING;;
ene-22;Radio;#¿NOMBRE?;Mora, Bad Bunny, Sech;VOLANDO (REMIX);;
ene-22;Radio;#¿NOMBRE?;Coldplay;Viva La Vida;;
ene-22;Radio;#¿NOMBRE?;Miley Cyrus, Dua Lipa;Prisoner;;
ene-22;Radio;#¿NOMBRE?;Karol G, Nicki Minaj;TUSA;;
ene-22;Radio;#¿NOMBRE?;Ilegales;Fiesta Caliente;;
ene-22;Radio;#¿NOMBRE?;Los Bunkers;Bailando Solo;;
ene-22;Radio;#¿NOMBRE?;Santaferia;Algún Día Volverás;;
ene-22;Radio;#¿NOMBRE?;Denise Rosenthal;Agua Segura;;
ene-22;Radio;#¿NOMBRE?;Tiago Pzk, Lit Killah, Ma;ENTRE NOSOTROS REMIX;;
ene-22;Radio;#¿NOMBRE?;Tiësto & Ava Max;The Motto;;
feb-22;Radio;#¿NOMBRE?;Elton John, Dua Lipa;Cold Heart (PNAU Remix);;
feb-22;Radio;#¿NOMBRE?;Zzoilo, Aitana;Mon Amour (Remix);;
feb-22;Radio;#¿NOMBRE?;Sebastián Yatra;Tacones Rojos;;
feb-22;Radio;#¿NOMBRE?;Farruko;Pepas;;
feb-22;Radio;#¿NOMBRE?;Rauw Alejandro;Todo De Ti;;
feb-22;Radio;#¿NOMBRE?;Adele;Easy On Me;;
feb-22;Radio;#¿NOMBRE?;Camilo, Evaluna Montaner;Indigo;;
feb-22;Radio;#¿NOMBRE?;Maluma;Sobrio;;
feb-22;Radio;#¿NOMBRE?;Coldplay, Bts;My Universe;;
feb-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .P;Smokin Out The Window;;
feb-22;Radio;#¿NOMBRE?;Harry Styles;Watermelon Sugar;;
feb-22;Radio;#¿NOMBRE?;Paloma Mami;Cosas De La Vida;;
feb-22;Radio;#¿NOMBRE?;Tini, Maria Becerra;Mienteme;;
feb-22;Radio;#¿NOMBRE?;Luciano Pereyra, Alejandro Fernández;Quedate;;
feb-22;Radio;#¿NOMBRE?;Carlos Vives, Ricky Martin;Cancion Bonita;;
feb-22;Radio;#¿NOMBRE?;Charles & Eddie;Would I Lie To You?;;
feb-22;Radio;#¿NOMBRE?;Wisin, Camilo, Los Legendarios;Buenos Días;;
feb-22;Radio;#¿NOMBRE?;Ed Sheeran;Shivers;;
feb-22;Radio;#¿NOMBRE?;Aventura, Bad Bunny;Volvi;;
feb-22;Radio;#¿NOMBRE?;Ed Sheeran;Bad Habits;;
feb-22;Radio;#¿NOMBRE?;Dua Lipa;Don't Start Now;;
feb-22;Radio;#¿NOMBRE?;Myke Towers;Almas Gemelas;;
feb-22;Radio;#¿NOMBRE?;Marcianeke, Pailita;Dimelo Ma;;
feb-22;Radio;#¿NOMBRE?;The Weeknd;Blinding Lights;;
feb-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak;Leave The Door Open;;
feb-22;Radio;#¿NOMBRE?;Standly;Pegate;;
feb-22;Radio;#¿NOMBRE?;R.E.M.;Everybody Hurts;;
feb-22;Radio;#¿NOMBRE?;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;
feb-22;Radio;#¿NOMBRE?;Bad Bunny;Yonaguni;;
feb-22;Radio;#¿NOMBRE?;Jhay Cortez, Anuel Aa;Ley Seca;;
feb-22;Radio;#¿NOMBRE?;Mon Laferte;Tu Falta De Querer;;
feb-22;Radio;#¿NOMBRE?;Tiago Pzk, Lit Killah, Ma;ENTRE NOSOTROS REMIX;;
feb-22;Radio;#¿NOMBRE?;Santaferia;Vamos A La Boti;;
feb-22;Radio;#¿NOMBRE?;Ricky Martin, Paloma Mami;Que Rico Fuera;;
feb-22;Radio;#¿NOMBRE?;Marc Anthony;Mala;;
feb-22;Radio;#¿NOMBRE?;Dua Lipa;Love Again;;
feb-22;Radio;#¿NOMBRE?;Pharrell Williams;Happy;;
feb-22;Radio;#¿NOMBRE?;Cnco;Party, Humo Y Alcohol;;
feb-22;Radio;#¿NOMBRE?;Randy, Ape Drums;23;;
feb-22;Radio;#¿NOMBRE?;Los Ángeles Azules, Nicki Nicole;Otra Noche;;
feb-22;Radio;#¿NOMBRE?;Luis Fonsi, Manuel Turizo;Vacaciones;;
feb-22;Radio;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone;Desesperados;;
feb-22;Radio;#¿NOMBRE?;Eix, Kiko El Crazy, Chimbala;Desacatao;;
feb-22;Radio;#¿NOMBRE?;The Weeknd;Take My Breath;;
feb-22;Radio;#¿NOMBRE?;J Balvin, Skrillex;In Da Getto;;
feb-22;Radio;#¿NOMBRE?;Tiësto, Ava Max;The Motto;;
feb-22;Radio;#¿NOMBRE?;Harry Styles;Adore You;;
feb-22;Radio;#¿NOMBRE?;Tiësto, Karol G;Don't Be Shy;;
feb-22;Radio;#¿NOMBRE?;Sophie Ellis-Bextor;Murder On The Dancefloor;;
feb-22;Radio;#¿NOMBRE?;J Balvin, Maria Becerra;Qué Más Pues?;;
feb-22;Radio;#¿NOMBRE?;Rauw Alejandro;La Old Skul;;
feb-22;Radio;#¿NOMBRE?;Trueno;Dance Crip;;
feb-22;Radio;#¿NOMBRE?;Denise Rosenthal;Agua Segura;;
feb-22;Radio;#¿NOMBRE?;Monsieur Periné Feat. Vicente Ga;Nuestra Cancion;;
feb-22;Radio;#¿NOMBRE?;Santaferia;Algún Día Volverás;;
feb-22;Radio;#¿NOMBRE?;Dire Straits;Sultans Of Swing;;
feb-22;Radio;#¿NOMBRE?;Shania Twain;Man! I Feel Like A Woman!;;
feb-22;Radio;#¿NOMBRE?;Justin Bieber;Peaches Feat. Daniel Caesar, Giveon;;
feb-22;Radio;#¿NOMBRE?;Farina;Adicta Al Perreo;;
feb-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);;
feb-22;Radio;#¿NOMBRE?;Darkiel, Jon Z & Alex Rose;La Importante;;
feb-22;Radio;#¿NOMBRE?;Pablo Alborán;Castillos De Arena;;
feb-22;Radio;#¿NOMBRE?;Sebastián Yatra, Myke Towers;Pareja Del Año;;
feb-22;Radio;#¿NOMBRE?;Ed Sheeran;Shape Of You;;
feb-22;Radio;#¿NOMBRE?;Karol G;SEJODIOTO;;
feb-22;Radio;#¿NOMBRE?;Daft Punk;Get Lucky Feat. Pharrell Williams;;
feb-22;Radio;#¿NOMBRE?;Jorge González;Mi Casa En El Arbol;;
feb-22;Radio;#¿NOMBRE?;Justin Timberlake;CAN'T STOP THE FEELING! (Original Song From Dream;;
feb-22;Radio;#¿NOMBRE?;Ricky Martin;Otra Noche En L.A.;;
feb-22;Radio;#¿NOMBRE?;Doja Cat;Woman [Explicit];;
feb-22;Radio;#¿NOMBRE?;Mon Laferte;Algo Es Mejor;;
feb-22;Radio;#¿NOMBRE?;Mon Laferte;El Beso;;
feb-22;Radio;#¿NOMBRE?;Arte Elegante;En Las Malas Y Buenas;;
feb-22;Radio;#¿NOMBRE?;Luis Miguel;Cuando Calienta El Sol;;
feb-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears;;
feb-22;Radio;#¿NOMBRE?;Gontte;Siempre Hay Mas;;
feb-22;Radio;#¿NOMBRE?;Reik, Maria Becerra;Los Tragos;;
feb-22;Radio;#¿NOMBRE?;J. Balvin, Sech;Una Nota;;
feb-22;Radio;#¿NOMBRE?;Mon Laferte;Amárrame Feat. Juanes;;
feb-22;Radio;#¿NOMBRE?;Los Vasquez;Boquita Hechicera;;
feb-22;Radio;#¿NOMBRE?;Camilo;Vida De Rico;;
feb-22;Radio;#¿NOMBRE?;No Doubt;Don't Speak;;
feb-22;Radio;#¿NOMBRE?;Olivia Rodrigo;Traitor;;
feb-22;Radio;#¿NOMBRE?;Natalie Imbruglia;Torn;;
feb-22;Radio;#¿NOMBRE?;Natti Natasha, Becky G;Ram Pam Pam;;
feb-22;Radio;#¿NOMBRE?;The Kid Laroi, Justin Bieber;Stay;;
feb-22;Radio;#¿NOMBRE?;Maluma;Hawai;;
feb-22;Radio;#¿NOMBRE?;Tones And I;Dance Monkey;;
feb-22;Radio;#¿NOMBRE?;Chumbekes, Pollo González;DE MAÑANITA;;
feb-22;Radio;#¿NOMBRE?;Sech, Daddy Yan;Sal Y Perrea (Remix) [Radio Edit];;
feb-22;Radio;#¿NOMBRE?;Måneskin;Beggin';;
feb-22;Radio;#¿NOMBRE?;Maluma, Rayvanny;Mama Tetema;;
feb-22;Radio;#¿NOMBRE?;Mati Gómez, Emilia;Tu Debilidad;;
feb-22;Radio;#¿NOMBRE?;Marcianeke;Que Pasa;;
feb-22;Radio;#¿NOMBRE?;The Weeknd;Sacrifice;;
feb-22;Radio;#¿NOMBRE?;Kali Uchis;Telepatia;;
feb-22;Radio;#¿NOMBRE?;Karol G, Nicki Minaj;TUSA;;
feb-22;Radio;#¿NOMBRE?;Gepe;Hablar De Ti;;
feb-22;Radio;#¿NOMBRE?;Doja Cat;Woman;;
feb-22;Radio;#¿NOMBRE?;Los Bunkers;Bailando Solo;;
mar-22;Radio;#¿NOMBRE?;Elton John, Dua Lipa;Cold Heart (PNAU Remix);;
mar-22;Radio;#¿NOMBRE?;Sebastián Yatra;Tacones Rojos;;
mar-22;Radio;#¿NOMBRE?;Zzoilo, Aitana;Mon Amour (Remix);;
mar-22;Radio;#¿NOMBRE?;Farruko;Pepas;;
mar-22;Radio;#¿NOMBRE?;Becky G & Karol G;Mamiii;;
mar-22;Radio;#¿NOMBRE?;Standly;Pegate;;
mar-22;Radio;#¿NOMBRE?;Adele;Easy On Me;;
mar-22;Radio;#¿NOMBRE?;Rauw Alejandro;Todo De Ti;;
mar-22;Radio;#¿NOMBRE?;Wisin, Camilo Y Los Legendarios;Buenos Días;;
mar-22;Radio;#¿NOMBRE?;Maluma;Sobrio;;
mar-22;Radio;#¿NOMBRE?;Tiago Pzk, Lit Killah, Maria Becerra;ENTRE NOSOTROS REMIX;;
mar-22;Radio;#¿NOMBRE?;Polimá Westcoast & Pailita;ULTRA SOLO;;
mar-22;Radio;#¿NOMBRE?;Ed Sheeran Ft Taylor Swift;The Joker & The Queen;;
mar-22;Radio;#¿NOMBRE?;Harry Styles;Watermelon Sugar;;
mar-22;Radio;#¿NOMBRE?;Charles & Eddie;Would I Lie To You?;;
mar-22;Radio;#¿NOMBRE?;Denise Rosenthal;Agua Segura;;
mar-22;Radio;#¿NOMBRE?;Camilo & Evaluna Montaner;Indigo;;
mar-22;Radio;#¿NOMBRE?;Paloma Mami;Cosas De La Vida;;
mar-22;Radio;#¿NOMBRE?;Cris Mj;Una Noche En Medellín;;
mar-22;Radio;#¿NOMBRE?;Carlos Vives, Ricky Martin;Cancion Bonita;;
mar-22;Radio;#¿NOMBRE?;Carlos Vives Y Camilo;Baloncito Viejo;;
mar-22;Radio;#¿NOMBRE?;Tini & Beéle;Fantasi;;
mar-22;Radio;#¿NOMBRE?;Rauw Alejandro Y Chencho Corleone;Desesperados;;
mar-22;Radio;#¿NOMBRE?;Cnco;Party, Humo Y Alcohol;;
mar-22;Radio;#¿NOMBRE?;Sophie Ellis-Bextor;Murder On The Dancefloor;;
mar-22;Radio;#¿NOMBRE?;Ricky Martin & Paloma Mami;Que Rico Fuera;;
mar-22;Radio;#¿NOMBRE?;Nicky Jam;Ojos Rojos;;
mar-22;Radio;#¿NOMBRE?;Dua Lipa;Don't Start Now;;
mar-22;Radio;#¿NOMBRE?;Jhay Cortez, Anuel Aa;Ley Seca;;
mar-22;Radio;#¿NOMBRE?;Tiësto & Karol G;Don't Be Shy;;
mar-22;Radio;#¿NOMBRE?;Dua Lipa;Love Again;;
mar-22;Radio;#¿NOMBRE?;Ed Sheeran;Shivers;;
mar-22;Radio;#¿NOMBRE?;Coldplay, Bts;My Universe;;
mar-22;Radio;#¿NOMBRE?;R.E.M.;Everybody Hurts;;
mar-22;Radio;#¿NOMBRE?;Pharrell Williams;Happy;;
mar-22;Radio;#¿NOMBRE?;Mon Laferte;Tu Falta De Querer;;
mar-22;Radio;#¿NOMBRE?;The Weeknd;Blinding Lights;;
mar-22;Radio;#¿NOMBRE?;Marcianeke & Pailita;Dimelo Ma;;
mar-22;Radio;#¿NOMBRE?;Harry Styles;Adore You;;
mar-22;Radio;#¿NOMBRE?;Aventura, Bad Bunny;Volvi;;
mar-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;;
mar-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak, Silk Sonic;Smokin Out The Window;;
mar-22;Radio;#¿NOMBRE?;JESSE & JOY;Respirar;;
mar-22;Radio;#¿NOMBRE?;Ed Sheeran;Bad Habits;;
mar-22;Radio;#¿NOMBRE?;Cami;Poca Fe;;
mar-22;Radio;#¿NOMBRE?;Doja Cat;Woman [Explicit];;
mar-22;Radio;#¿NOMBRE?;Dua Lipa;LEVITATING;;
mar-22;Radio;#¿NOMBRE?;Luis Fonsi, Manuel Turizo;Vacaciones;;
mar-22;Radio;#¿NOMBRE?;Dire Straits;Sultans Of Swing;;
mar-22;Radio;#¿NOMBRE?;Trueno;Dance Crip;;
mar-22;Radio;#¿NOMBRE?;Ed Sheeran;Shape Of You;;
mar-22;Radio;#¿NOMBRE?;Los Ángeles Azules, Nicki Nicole;Otra Noche;;
mar-22;Radio;#¿NOMBRE?;Camila Cabello Feat. Ed Sheeran;Bam Bam;;
mar-22;Radio;#¿NOMBRE?;SIA;Chandelier;;
mar-22;Radio;#¿NOMBRE?;Anitta;Envolver (Justin Quiles Remix);;
mar-22;Radio;#¿NOMBRE?;Myke Towers;Almas Gemelas;;
mar-22;Radio;#¿NOMBRE?;Marc Anthony;Mala;;
mar-22;Radio;#¿NOMBRE?;Justin Bieber;Peaches Feat. Daniel Caesar, Giveon;;
mar-22;Radio;#¿NOMBRE?;J Balvin, Maria Becerra;Qué Más Pues?;;
mar-22;Radio;#¿NOMBRE?;The Weeknd;Take My Breath;;
mar-22;Radio;#¿NOMBRE?;Mon Laferte;Amárrame Feat. Juanes;;
mar-22;Radio;#¿NOMBRE?;Paloma Mami;No Te Enamores;;
mar-22;Radio;#¿NOMBRE?;Coldplay X Selena Gomez;Let Somebody Go;;
mar-22;Radio;#¿NOMBRE?;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;
mar-22;Radio;#¿NOMBRE?;Tones And I;Dance Monkey;;
mar-22;Radio;#¿NOMBRE?;Daft Punk;Get Lucky Feat. Pharrell Williams;;
mar-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears;;
mar-22;Radio;#¿NOMBRE?;Prince Royce & Maria Becerra;Te Espero;;
mar-22;Radio;#¿NOMBRE?;Natalie Imbruglia;Torn;;
mar-22;Radio;#¿NOMBRE?;Grupo Quetzal;El Condor Pasa;;
mar-22;Radio;#¿NOMBRE?;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);;
mar-22;Radio;#¿NOMBRE?;The Strokes;Last Nite;;
mar-22;Radio;#¿NOMBRE?;Mon Laferte;Amor Completo;;
mar-22;Radio;#¿NOMBRE?;Bad Bunny;Yonaguni;;
mar-22;Radio;#¿NOMBRE?;Reik & Maria Becerra;Los Tragos;;
mar-22;Radio;#¿NOMBRE?;Denise Rosenthal;Lucha En Equilibrio;;
mar-22;Radio;#¿NOMBRE?;Karol G, Nicki Minaj;TUSA;;
mar-22;Radio;#¿NOMBRE?;Justin Timberlake;CAN'T STOP THE FEELING! (Original Song From Dreamworks);;
mar-22;Radio;#¿NOMBRE?;Manuel Turizo;De 100 A 0;;
mar-22;Radio;#¿NOMBRE?;Farina;Adicta Al Perreo;;
mar-22;Radio;#¿NOMBRE?;Bruno Mars;Just The Way You Are;;
mar-22;Radio;#¿NOMBRE?;Mon Laferte;El Beso;;
mar-22;Radio;#¿NOMBRE?;Maluma;Hawai;;
mar-22;Radio;#¿NOMBRE?;Ozuna;Deprimida;;
mar-22;Radio;#¿NOMBRE?;The Kid Laroi & Justin Bieber;Stay;;
mar-22;Radio;#¿NOMBRE?;Amy Winehouse;Rehab;;
mar-22;Radio;#¿NOMBRE?;Camilo;Vida De Rico;;
mar-22;Radio;#¿NOMBRE?;Francisca Valenzuela;Quiero Verte Más;;
mar-22;Radio;#¿NOMBRE?;Ricky Martin;Otra Noche En L.A.;;
mar-22;Radio;#¿NOMBRE?;Tini & Maria Becerra;Mienteme;;
mar-22;Radio;#¿NOMBRE?;Adele;Oh My God;;
mar-22;Radio;#¿NOMBRE?;Santaferia;Vamos A La Boti;;
mar-22;Radio;#¿NOMBRE?;Morat;Llamada Perdida;;
mar-22;Radio;#¿NOMBRE?;Luciano Pereyra, Alejandro Fernández;Quedate;;
mar-22;Radio;#¿NOMBRE?;Mon Laferte;Algo Es Mejor;;
mar-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak, Silk Sonic;Skate;;
mar-22;Radio;#¿NOMBRE?;Tiësto & Ava Max;The Motto;;
mar-22;Radio;#¿NOMBRE?;Marcianeke;Que Pasa;;
mar-22;Radio;#¿NOMBRE?;Camilo & Shawn Mendes;KESI Remix;;
mar-22;Radio;#¿NOMBRE?;Santaferia;Algún Día Volverás;;
abr-22;Radio;#¿NOMBRE?;Elton John, Dua Lipa;Cold Heart (PNAU Remix);;
abr-22;Radio;#¿NOMBRE?;Sebastián Yatra;Tacones Rojos;;
abr-22;Radio;#¿NOMBRE?;Standly;Pegate;;
abr-22;Radio;#¿NOMBRE?;Becky G & Karol G;Mamiii;;
abr-22;Radio;#¿NOMBRE?;Polimá Westcoast & Pailita;ULTRA SOLO;;
abr-22;Radio;#¿NOMBRE?;Zzoilo, Aitana;Mon Amour (Remix);;
abr-22;Radio;#¿NOMBRE?;Harry Styles;As It Was;;
abr-22;Radio;#¿NOMBRE?;Cris Mj;Una Noche En Medellín;;
abr-22;Radio;#¿NOMBRE?;Rauw Alejandro Y Chencho Corleone;Desesperados;;
abr-22;Radio;#¿NOMBRE?;J Balvin, Ed Sheeran;Sigue;;
abr-22;Radio;#¿NOMBRE?;Farruko;Pepas;;
abr-22;Radio;#¿NOMBRE?;Rauw Alejandro;Todo De Ti;;
abr-22;Radio;#¿NOMBRE?;Wisin, Camilo Y Los Legendarios;Buenos Días;;
abr-22;Radio;#¿NOMBRE?;Adele;Easy On Me;;
abr-22;Radio;#¿NOMBRE?;Camila Cabello Feat. Ed Sheeran;Bam Bam;;
abr-22;Radio;#¿NOMBRE?;Tini & Beéle;Fantasi;;
abr-22;Radio;#¿NOMBRE?;Cami;El Peor;;
abr-22;Radio;#¿NOMBRE?;Kool & The Gang;Fresh;;
abr-22;Radio;#¿NOMBRE?;Carlos Vives Y Camilo;Baloncito Viejo;;
abr-22;Radio;#¿NOMBRE?;Daddy Yankee;RUMBATON;;
abr-22;Radio;#¿NOMBRE?;Charles & Eddie;Would I Lie To You?;;
abr-22;Radio;#¿NOMBRE?;Maluma;Sobrio;;
abr-22;Radio;#¿NOMBRE?;Bizarrap;Tiago PZK: Bzrp Music Sessions, Vol. 48;;
abr-22;Radio;#¿NOMBRE?;J Balvin, Ed Sheeran;Forever My Love;;
abr-22;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;;
abr-22;Radio;#¿NOMBRE?;Dua Lipa;Don't Start Now;;
abr-22;Radio;#¿NOMBRE?;Harry Styles;Watermelon Sugar;;
abr-22;Radio;#¿NOMBRE?;Jhay Cortez, Anuel Aa;Ley Seca;;
abr-22;Radio;#¿NOMBRE?;Denise Rosenthal;Agua Segura;;
abr-22;Radio;#¿NOMBRE?;Ricky Martin & Paloma Mami;Que Rico Fuera;;
abr-22;Radio;#¿NOMBRE?;Paulo Londra;Plan A;;
abr-22;Radio;#¿NOMBRE?;Tiago Pzk, Lit Killah, Maria Becerra;ENTRE NOSOTROS REMIX;;
abr-22;Radio;#¿NOMBRE?;Doja Cat;Woman [Explicit];;
abr-22;Radio;#¿NOMBRE?;Mon Laferte;Tu Falta De Querer;;
abr-22;Radio;#¿NOMBRE?;The Weeknd;Blinding Lights;;
abr-22;Radio;#¿NOMBRE?;Trueno;Dance Crip;;
abr-22;Radio;#¿NOMBRE?;Coldplay, Bts;My Universe;;
abr-22;Radio;#¿NOMBRE?;Shania Twain;Man! I Feel Like A Woman!;;
abr-22;Radio;#¿NOMBRE?;Abel Pintos & Francisca Valenzuela;Abrazandonos;;
